shoulder_slope,knee_distance,knee_align_L,knee_align_R,shoulder_hip_angle,label
-179.7261794758432,0.17794559724774184,-0.030424058437347412,-0.009519189596176147,15.162875118510113,1
-179.64985481738867,0.18673701840491377,-0.0205267071723938,-0.00845426321029663,14.6792786254753,1
-178.92270554351583,0.21617461673574473,-0.0041983723640441895,0.0036359429359436035,15.875173557113058,1
-178.62406805025367,0.25995546321808133,0.018756568431854248,0.019062191247940063,17.0388832736893,1
179.8242544761129,0.31343127102451035,0.04201012849807739,0.044468849897384644,19.158062278288735,1
179.61978926821243,0.33153004796191604,0.049146175384521484,0.05418470501899719,21.203158599806393,1
179.66209715972718,0.35094636929756035,0.06057864427566528,0.061387836933135986,21.976194563272987,1
179.92171887403126,0.34998686955055053,0.061585962772369385,0.056874483823776245,20.964451803868183,1
-179.94744510508542,0.34935547496617597,0.06210052967071533,0.056308209896087646,24.871019315588512,1
179.89787525771763,0.3498913679830503,0.06132352352142334,0.05559229850769043,23.35296100509698,1
-179.91850872429117,0.35276595315236714,0.05419456958770752,0.06275591254234314,24.66993497685709,1
-179.57744215070562,0.34220337978199994,0.057416558265686035,0.05566266179084778,23.091434253641665,1
-178.5576300712296,0.31937247236776706,0.044313788414001465,0.04945853352546692,20.547311698207345,1
-178.75082807882822,0.2747293742367258,0.023756444454193115,0.026119917631149292,18.73881804786181,1
-179.90441656863237,0.22872069184518176,-0.0017504096031188965,0.012599766254425049,17.856256150340826,1
-179.65549968895576,0.19573787483539734,-0.023329079151153564,-0.003352522850036621,17.74294144438025,1
-179.6196136149729,0.18005405072394615,-0.027945995330810547,-0.01348024606704712,15.48878252722884,1
-174.80691915997647,0.030103022593076015,0.07347017526626587,-0.09045588970184326,14.131934978881882,1
-151.94791243251373,0.038430678540538006,0.10188347101211548,-0.1105649471282959,23.55159703011882,1
-173.5863480924983,0.041467411786276366,0.0729990005493164,-0.11148864030838013,36.355377605651604,1
145.46297140787317,0.053522370709103546,0.08234834671020508,-0.09024548530578613,41.32129103066024,1
173.6520985890394,0.04847643087614683,0.05675995349884033,-0.11842834949493408,45.59474557589869,1
170.64782804032583,0.05714328326353725,0.04545736312866211,-0.13189828395843506,47.56757349673494,1
169.22941005555361,0.030262067457590393,0.05125492811203003,-0.12108182907104492,44.65812149334512,1
170.64498754665667,0.025016032839351384,0.06014817953109741,-0.11553388833999634,43.09008402075361,1
170.88113109435972,0.014656072240060056,0.06409144401550293,-0.12024843692779541,43.33704210766919,1
172.81573698870758,0.02711689778917143,0.0597110390663147,-0.12291276454925537,42.34244200804864,1
175.5586157393355,0.02513719595573573,0.0508648157119751,-0.12536054849624634,41.91775159534458,1
168.03547663425675,0.043526309820647806,0.05174720287322998,-0.13897180557250977,45.426539717189726,1
167.5332566438423,0.04968330087553628,0.07082480192184448,-0.12212598323822021,43.83647638493603,1
179.94472078388833,0.04099110026918766,0.042928218841552734,-0.11238288879394531,40.76269327002926,1
-164.16122086457486,0.04202394370557937,0.040188372135162354,-0.07506245374679565,28.98239676733591,1
-168.39476919045896,0.032649057398651656,-0.0008684992790222168,-0.0683850646018982,19.058220487520273,1
-173.7689517691097,0.04489277986359463,-0.010792136192321777,-0.021177291870117188,7.119094787982174,1
-176.56282276431216,0.05602325651757674,0.014323949813842773,-0.021740108728408813,1.9743744126311462,1
-172.91816958205112,0.06334114521309409,0.012106180191040039,-0.01811814308166504,3.4350005978467126,1
35.832108842355105,0.015046730391868436,0.03369155526161194,-0.01644417643547058,12.9682286288623,1
-3.0560543731332768,0.01235514937732171,0.031293392181396484,-0.02734440565109253,26.010202106001042,1
169.06067947339355,0.012480112116446678,-0.003490954637527466,-0.024315595626831055,38.508520451887534,1
179.85519857687686,0.010993500377999952,-0.030549168586730957,0.013756513595581055,46.35701852694643,1
175.49100018599472,0.0074945036459181805,-0.047754913568496704,0.035605281591415405,50.95638798215517,1
